threshold,all_patients,gold_patients,non_gold_patients,all_patients_perc,gold_patients_perc,non_gold_patients_perc,threshold,all_patients,gold_patients,non_gold_patients,all_patients,gold_patients,non_gold_patients,
0.6599999999999997,14486,1701,12785,75.70420695061406,98.21016166281755,73.46434522783429,0.66,0.75704207,0.982101617,0.734643452,0.000679383,0.001154734,0.000632075,
0.6499999999999997,14505,1702,12803,75.80350143715704,98.26789838337181,73.56777567086135,0.65,0.758035014,0.982678984,0.735677757,0.000992945,0.000577367,0.001034304,
0.6399999999999997,14515,1702,12813,75.85576169,98.26789838337181,73.62523703,0.64,0.758557617,0.982678984,0.73625237,0.000522603,0,0.000574614,
0.6299999999999997,14529,1703,12826,75.92892605173766,98.3256351,73.69993679250703,0.63,0.759289261,0.983256351,0.736999368,0.000731644,0.000577367,0.000746998,
0.6199999999999997,14549,1703,12846,76.03344656388816,98.3256351,73.81485950698156,0.62,0.760334466,0.983256351,0.738148595,0.001045205,0,0.001149227,
0.6099999999999997,14566,1703,12863,76.122289,98.3256351,73.91254381428489,0.61,0.76122289,0.983256351,0.739125438,0.000888424,0,0.000976843,
0.5999999999999996,14584,1703,12881,76.21635746015156,98.3256351,74.01597425731195,0.6,0.762163575,0.983256351,0.740159743,0.000940685,0,0.001034304,
0.5899999999999996,14600,1703,12897,76.29997386987196,98.3256351,74.10791242889158,0.59,0.762999739,0.983256351,0.741079124,0.000836164,0,0.000919382,
0.5799999999999996,14616,1703,12913,76.38359027959237,98.3256351,74.19985060047118,0.58,0.763835903,0.983256351,0.741998506,0.000836164,0,0.000919382,
0.5699999999999996,14636,1703,12933,76.48811079174288,98.3256351,74.31477331,0.57,0.764881108,0.983256351,0.743147733,0.001045205,0,0.001149227,
0.5599999999999996,14649,1703,12946,76.55604912464071,98.3256351,74.38947307935413,0.56,0.765560491,0.983256351,0.743894731,0.000679383,0,0.000746998,
0.5499999999999996,14655,1703,12952,76.58740527828586,98.3256351,74.42394989369649,0.55,0.765874053,0.983256351,0.744239499,0.000313562,0,0.000344768,
0.5399999999999996,14665,1704,12961,76.63966553436113,98.38337182448036,74.47566511521002,0.54,0.766396655,0.983833718,0.744756651,0.000522603,0.000577367,0.000517152,
0.5299999999999996,14673,1704,12969,76.68147373922132,98.38337182448036,74.52163420099983,0.53,0.766814737,0.983833718,0.745216342,0.000418082,0,0.000459691,
0.5199999999999996,14680,1704,12976,76.71805591847401,98.38337182448036,74.56185715106591,0.52,0.767180559,0.983833718,0.745618572,0.000365822,0,0.00040223,
0.5099999999999996,14692,1704,12988,76.78076823,98.38337182448036,74.63081077975062,0.51,0.767807682,0.983833718,0.746308108,0.000627123,0,0.000689536,
0.49999999999999956,14696,1704,12992,76.80167233,98.38337182448036,74.65379532264552,0.5,0.768016723,0.983833718,0.746537953,0.000209041,0,0.000229845,
0.48999999999999955,14705,1704,13001,76.84870655866214,98.38337182448036,74.70551054415905,0.49,0.768487066,0.983833718,0.747055105,0.000470342,0,0.000517152,
0.47999999999999954,14720,1705,13015,76.92709694277502,98.44110854503464,74.78595644429122,0.48,0.769270969,0.984411085,0.747859564,0.000783904,0.000577367,0.000804459,
0.46999999999999953,14734,1706,13028,77.00026130128037,98.49884526558893,74.86065620869965,0.47,0.770002613,0.984988453,0.748606562,0.000731644,0.000577367,0.000746998,
0.4599999999999995,14745,1706,13039,77.05774758296316,98.49884526558893,74.92386370166064,0.46,0.770577476,0.984988453,0.749238637,0.000574863,0,0.000632075,
0.4499999999999995,14760,1706,13054,77.13613796707604,98.49884526558893,75.01005573751652,0.45,0.77136138,0.984988453,0.750100557,0.000783904,0,0.00086192,
0.4399999999999995,14771,1707,13064,77.19362424875882,98.55658198614319,75.06751709475378,0.44,0.771936242,0.98556582,0.750675171,0.000574863,0.000577367,0.000574614,
0.4299999999999995,14780,1707,13073,77.24065847922654,98.55658198614319,75.11923231626731,0.43,0.772406585,0.98556582,0.751192323,0.000470342,0,0.000517152,
0.4199999999999995,14798,1707,13091,77.33472694,98.55658198614319,75.22266275929438,0.42,0.773347269,0.98556582,0.752226628,0.000940685,0,0.001034304,
0.4099999999999995,14806,1707,13099,77.37653515,98.55658198614319,75.26863184508417,0.41,0.773765351,0.98556582,0.752686318,0.000418082,0,0.000459691,
0.39999999999999947,14813,1707,13106,77.41311732427489,98.55658198614319,75.30885479515025,0.4,0.774131173,0.98556582,0.753088548,0.000365822,0,0.00040223,
0.38999999999999946,14821,1707,13114,77.45492552913508,98.55658198614319,75.35482388094007,0.39,0.774549255,0.98556582,0.753548239,0.000418082,0,0.000459691,
0.37999999999999945,14833,1707,13126,77.51763783642541,98.55658198614319,75.42377750962478,0.38,0.775176378,0.98556582,0.754237775,0.000627123,0,0.000689536,
0.36999999999999944,14843,1707,13136,77.56989809250065,98.55658198614319,75.48123886686203,0.37,0.775698981,0.98556582,0.754812389,0.000522603,0,0.000574614,
0.35999999999999943,14853,1707,13146,77.62215834857591,98.55658198614319,75.53870022,0.36,0.776221583,0.98556582,0.755387002,0.000522603,0,0.000574614,
0.3499999999999994,14868,1708,13160,77.70054873268879,98.61431870669746,75.61914612423145,0.35,0.777005487,0.986143187,0.756191461,0.000783904,0.000577367,0.000804459,
0.3399999999999994,14879,1709,13170,77.75803501437157,98.67205542725173,75.67660748146872,0.34,0.77758035,0.986720554,0.756766075,0.000574863,0.000577367,0.000574614,
0.3299999999999994,14886,1710,13176,77.79461719362425,98.72979214780601,75.71108429581108,0.33,0.777946172,0.987297921,0.757110843,0.000365822,0.000577367,0.000344768,
0.3199999999999994,14896,1710,13186,77.84687745,98.72979214780601,75.76854565304832,0.32,0.778468774,0.987297921,0.757685457,0.000522603,0,0.000574614,
0.3099999999999994,14908,1711,13197,77.90958976,98.78752886836027,75.83175315,0.31,0.779095898,0.987875289,0.758317531,0.000627123,0.000577367,0.000632075,
0.2999999999999994,14923,1713,13210,77.98798014110268,98.90300230946882,75.90645291041774,0.3,0.779879801,0.989030023,0.759064529,0.000783904,0.001154734,0.000746998,
0.28999999999999937,14945,1713,13232,78.10295270446825,98.90300230946882,76.03286789633971,0.29,0.781029527,0.989030023,0.760328679,0.001149726,0,0.00126415,
0.27999999999999936,14949,1713,13236,78.12385680689835,98.90300230946882,76.05585243923461,0.28,0.781238568,0.989030023,0.760558524,0.000209041,0,0.000229845,
0.26999999999999935,14967,1713,13254,78.21792527,98.90300230946882,76.15928288226168,0.27,0.782179253,0.989030023,0.761592829,0.000940685,0,0.001034304,
0.25999999999999934,14982,1713,13269,78.29631565194668,98.90300230946882,76.24547491811757,0.26,0.782963157,0.989030023,0.762454749,0.000783904,0,0.00086192,
0.24999999999999933,15012,1713,13299,78.45309642017246,98.90300230946882,76.41785898982934,0.25,0.784530964,0.989030023,0.76417859,0.001567808,0,0.001723841,
0.23999999999999932,15030,1713,13317,78.54716488110792,98.90300230946882,76.52128943285639,0.24,0.785471649,0.989030023,0.765212894,0.000940685,0,0.001034304,
0.22999999999999932,15039,1713,13326,78.59419911157565,98.90300230946882,76.57300465436994,0.23,0.785941991,0.989030023,0.765730047,0.000470342,0,0.000517152,
0.2199999999999993,15052,1713,13339,78.66213744447347,98.90300230946882,76.64770441877837,0.22,0.786621374,0.989030023,0.766477044,0.000679383,0,0.000746998,
0.2099999999999993,15069,1713,13356,78.75097988,98.90300230946882,76.74538872608171,0.21,0.787509799,0.989030023,0.767453887,0.000888424,0,0.000976843,
0.1999999999999993,15096,1713,13383,78.89208257,98.90300230946882,76.90053439062231,0.2,0.788920826,0.989030023,0.769005344,0.001411027,0,0.001551457,
0.18999999999999928,15117,1713,13404,79.00182910896262,98.90300230946882,77.02120324082054,0.19,0.790018291,0.989030023,0.770212032,0.001097465,0,0.001206689,
0.17999999999999927,15134,1713,13421,79.09067154429057,98.90300230946882,77.11888754812388,0.18,0.790906715,0.989030023,0.771188875,0.000888424,0,0.000976843,
0.16999999999999926,15160,1713,13447,79.22654821008624,98.90300230946882,77.26828707694075,0.17,0.792265482,0.989030023,0.772682871,0.001358767,0,0.001493995,
0.15999999999999925,15189,1713,13476,79.37810295270447,98.90300230946882,77.43492501,0.16,0.79378103,0.989030023,0.77434925,0.001515547,0,0.001666379,
0.14999999999999925,15213,1714,13499,79.50352756728508,98.96073903002309,77.56708613457451,0.15,0.795035276,0.98960739,0.775670861,0.001254246,0.000577367,0.001321611,
0.13999999999999924,15232,1714,13518,79.60282205382806,98.96073903002309,77.67626271332529,0.14,0.796028221,0.98960739,0.776762627,0.000992945,0,0.001091766,
0.12999999999999923,15257,1715,13542,79.73347269,99.01847575057737,77.81416997,0.13,0.797334727,0.990184758,0.7781417,0.001306506,0.000577367,0.001379073,
0.11999999999999922,15284,1715,13569,79.87457538541939,99.01847575057737,77.96931564,0.12,0.798745754,0.990184758,0.779693156,0.001411027,0,0.001551457,
0.10999999999999921,15307,1716,13591,79.99477397439247,99.07621247113164,78.09573062115727,0.11,0.79994774,0.990762125,0.780957306,0.001201986,0.000577367,0.00126415,
0.1,15356,1717,13639,80.25084922916122,99.13394919168591,78.37154513589611,0.1,0.802508492,0.991339492,0.783715451,0.002560753,0.000577367,0.002758145,
0.09,15384,1717,13667,80.39717794617194,99.13394919168591,78.53243693616044,0.09,0.803971779,0.991339492,0.785324369,0.001463287,0,0.001608918,
0.08,15432,1717,13715,80.64802717533316,99.13394919168591,78.80825145089926,0.08,0.806480272,0.991339492,0.788082515,0.002508492,0,0.002758145,
0.07,15500,1718,13782,81.00339691664489,99.19168591224017,79.19324254,0.07,0.810033969,0.991916859,0.791932425,0.003553697,0.000577367,0.003849911,
0.059999999999999165,15559,1718,13841,81.31173242748889,99.19168591224017,79.53226455208872,0.06,0.813117324,0.991916859,0.795322646,0.003083355,0,0.00339022,
0.049999999999999156,15637,1718,13919,81.71936242487588,99.19168591224017,79.98046313853933,0.05,0.817193624,0.991916859,0.799804631,0.0040763,0,0.004481986,
0.04,15754,1720,14034,82.33080742095636,99.30715935334872,80.64126875,0.04,0.823308074,0.993071594,0.806412687,0.00611445,0.001154734,0.006608056,
0.03,15912,1720,14192,83.15651946694538,99.30715935334872,81.54915819111648,0.03,0.831565195,0.993071594,0.815491582,0.00825712,0,0.009078894,
0.02,16135,1724,14411,84.32192317742357,99.53810623556582,82.80756191461242,0.02,0.843219232,0.995381062,0.828075619,0.011654037,0.002309469,0.012584037,
0.01,16691,1727,14964,87.22759341520774,99.71131639722863,85.98517496983278,0.01,0.872275934,0.997113164,0.85985175,0.029056702,0.001732102,0.031776131,
-8.88E-16,19135,1732,17403,100,100,100,0,1,1,1,0.127724066,0.002886836,0.14014825,
